,Release_Date,Title,Overview,Popularity,Original_Language,Poster_Url,id,imdb_id,original_title,belongs_to_collection,Genre,tagline,cast,keywords,crew
2285,1989-03-18,Saint Seiya: Warriors of the Final Holy Battle,"The plot involves the coming of Lucifer to the Sanctuary, where his underlings systematically dispose of the surviving Gold Saints. Athena goes to Lucifer to ask for peace, placing herself in peril. The Bronze Saints must then come to her rescue, destroying Lucifer's Fallen Angels (Seima Tenshi in Japanese) in the process.",41.873,ja,https://image.tmdb.org/t/p/original/2cngWdiFwvtaOxnlQxNDYIRX8df.jpg,83088.0,tt0326101,聖闘士星矢 最終聖戦の戦士たち,[],"Action, Animation, Fantasy",,"['Tōru Furuya', 'Hirotaka Suzuoki', 'Kōichi Hashimoto', 'Ryou Horikawa', 'Hideyuki Hori']","['mythology', 'fighter', 'manga', 'suit of armor', 'anime']",['Masayuki Akehi']
2287,2018-04-13,Overboard,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee.",41.861,en,https://image.tmdb.org/t/p/original/41Rzkgo9y7n6BNGD6O8j0LVs8Yu.jpg,10780.0,tt0093693,Overboard,[],"Romance, Comedy",,"['Goldie Hawn', 'Kurt Russell', 'Edward Herrmann', 'Katherine Helmond', 'Mike Hagerty']","['amnesia', 'mother role', 'yacht', 'son']",['Garry Marshall']
2288,2008-12-26,Beethoven's Big Break,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",41.86,en,https://image.tmdb.org/t/p/original/n6BFaobIdGWQhYI1uiq9gmY4FBq.jpg,13955.0,tt1176410,Beethoven's Big Break,[],"Comedy, Family",,"['Jonathan Silverman', 'Moisés Arias', 'Rhea Perlman', 'Stephen Tobolowsky', 'Eddie Griffin']",[],['Mike Elliott']
2289,2004-05-05,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,41.803,en,https://image.tmdb.org/t/p/original/gsFun8nATm52aGHeT8ueAel98nE.jpg,7131.0,tt0338526,Van Helsing,[],"Horror, Adventure, Action",The One Name They All Fear.,"['Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh', 'David Wenham', 'Shuler Hensley']","['transylvania', 'vatican', 'vampire', 'dracula', 'bite', 'frankenstein', 'werewolf', 'multiple monsters', 'van helsing', 'castles', 'mr. hyde']",['Stephen Sommers']
2290,2011-02-18,I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",41.802,en,https://image.tmdb.org/t/p/original/973sCL0OjAk2Igq46SDwhyDFv3n.jpg,46529.0,tt1464540,I Am Number Four,[],"Action, Thriller, Science Fiction, Adventure",Three like him have already been killed…he is Number Four.,"['Alex Pettyfer', 'Timothy Olyphant', 'Teresa Palmer', 'Dianna Agron', 'Callan McAuliffe']","['secret identity', 'alien', 'teenage boy', 'teenage hero', 'alien teenager', 'interspecies romance', 'based on young adult novel', 'superpowers']",['D.J. Caruso']
2291,2006-12-20,Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",41.747,en,https://image.tmdb.org/t/p/original/bgheMOLFVkpiZ3KhG3PGrMAPdXn.jpg,1246.0,tt0479143,Rocky Balboa,[],"Drama, Action",It ain't over 'til it's over.,"['Sylvester Stallone', 'Burt Young', 'Milo Ventimiglia', 'Geraldine Hughes', 'James Francis Kelly III']","['philadelphia', 'transporter', 'fight', ""love of one's life"", 'publicity', 'boxer', 'grave', 'tombstone', 'tv station', 'boxing match', 'comeback', 'training', 'restaurant owner', 'world champion', 'challenger', 'virtual fight', 'defeat', 'victory', 'cancer', 'over-the-hill fighter']",['Sylvester Stallone']
2292,2001-08-03,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",41.737,en,https://image.tmdb.org/t/p/original/wA4lgl8gmoICSShviCkEB61nIBB.jpg,9880.0,tt0247638,The Princess Diaries,[],"Comedy, Family, Romance",She rocks. She rules. She reigns.,"['Anne Hathaway', 'Julie Andrews', 'Heather Matarazzo', 'Robert Schwartzman', 'Héctor Elizondo']","['heir to the throne', 'grandmother granddaughter relationship', 'high school', 'princess', 'royalty', 'teenager', 'popularity', 'social outcast', 'based on young adult novel']",['Garry Marshall']
2293,2006-06-17,Death Note,"Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",41.732,ja,https://image.tmdb.org/t/p/original/97nEMqXvr5STlFuhACmL8xSrH8f.jpg,16007.0,tt0758742,デスノート,[],"Fantasy, Mystery, Thriller",The battle of wits begins. Whose side are you on?,"['Tatsuya Fujiwara', 'Kenichi Matsuyama', 'Sota Aoyama', 'Asaka Seto', 'Shigeki Hosokawa']",['manga'],['Shusuke Kaneko']
2294,2009-09-03,Tinker Bell and the Lost Treasure,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",41.709,en,https://image.tmdb.org/t/p/original/hg1959yuBkHb4BKbIvETQSfxGCT.jpg,25475.0,tt1216516,Tinker Bell and the Lost Treasure,[],"Animation, Family, Adventure, Fantasy",Adventure beyond Pixie Hollow,"['Mae Whitman', 'Jesse McCartney', 'Jane Horrocks', 'Lucy Liu', 'Raven-Symoné']","['friendship', ""based on children's book"", 'anger issues', 'inspired by novel']",['Klay Hall']
2295,1996-11-15,Space Jam,"Jokes fly as the Tune Squad takes on the Nerdlucks in a hardcourt game to decide if the Looney Tunes remain here... or become attractions at a far-off galactic off-ramp called Moron Mountain. The Nerdlucks have a monstrous secret weapon: they've stolen the skills of top NBA stars like Charles Barkley and Patrick Ewing and become Monstars. But that's not all, folks. The Tune Squad’s secret weapon just happens to be the finest player in this or any other universe. He's outta this world. So's the fun.",41.684,en,https://image.tmdb.org/t/p/original/6h3FIr5CQFCBV8Xrv7XZLZbIQR0.jpg,2300.0,tt0117705,Space Jam,[],"Family, Animation, Comedy, Science Fiction",Get ready to jam.,"['Michael Jordan', 'Wayne Knight', 'Billy West', 'Dee Bradley Baker', 'Theresa Randle']","['sport', 'basketball', 'doctor', 'basketball team', 'basketball game', 'referee', 'basketball court', 'tweety bird', 'speedy gonzales', 'cartoon chicken', 'sylvester the cat', 'cartoon reality crossover', 'basketball hoop', 'cartoon skunk']",['Joe Pytka']
2296,2016-07-28,League of Gods,"During the reign of King Zhou (Tony Leung Ka-fai), an official enters his bedchamber, and is devoured by the monstrous tails of Daji (Fan Bingbing), his concubine. Outside their city, several warriors within a metal wagon discuss their strategies to free the Invisible People and their Chief, when Jiang Ziya (Jet Li) appears to them. He tells them that when King Zhou was younger, he let himself become possessed by the Black Dragon for his quest for power.",41.659,zh,https://image.tmdb.org/t/p/original/nMiTkBfAmXtCW2tbWHRiGb09Bjv.jpg,406429.0,tt5481184,封神传奇,[],"Action, Fantasy",,"['Jet Li', 'Fan Bingbing', 'Huang Xiaoming', 'Louis Koo', 'AngelaBaby']","['superhero', 'chinese', 'superpower', 'imaginary kingdom', 'chinese mythology']",['Koan Hui On']
2299,2009-03-04,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",41.569,en,https://image.tmdb.org/t/p/original/aZvOkdo203bm1kpcY0A0Tn074ER.jpg,13183.0,tt0409459,Watchmen,[],"Action, Mystery, Science Fiction",Justice is coming to all of us.  No matter what we do.,"['Malin Åkerman', 'Billy Crudup', 'Matthew Goode', 'Jackie Earle Haley', 'Jeffrey Dean Morgan']","['dc comics', 'secret identity', 'mass murder', 'retirement', 'based on comic', 'conspiracy', 'nuclear war', 'doomsday', 'soviet', 'masked vigilante', 'doomsday clock', 'red square', 'death of superhero', 'american president', '1980s']",['Zack Snyder']
2300,2014-08-06,Into the Storm,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",41.563,en,https://image.tmdb.org/t/p/original/kX4tEjFnXLKaa7hP8H9SuRsXxEt.jpg,36465.0,tt0992993,Into the Storm,[],"Action, Thriller",,"['Brendan Gleeson', 'Iain Glen', ""James D'Arcy"", 'Janet McTeer', 'Robert Pugh']","['england', 'world war ii', 'prime minister', 'political negotiations']","[""Thaddeus O'Sullivan""]"
2302,2017-03-23,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",41.555,en,https://image.tmdb.org/t/p/original/diYAZ6CKUuRAqLYMB2AyVutEFm0.jpg,137116.0,tt2398241,Smurfs: The Lost Village,[],"Family, Adventure, Animation, Comedy",,"['Julia Roberts', 'Ariel Winter', 'Ellie Kemper', 'Mandy Patinkin', 'Jeff Dunham']","['sequel', 'kids']",['Kelly Asbury']
2303,2008-09-19,My Best Friend's Girl,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",41.53,en,https://image.tmdb.org/t/p/original/2PN16HJY0QoQrQDfbgopzwAUL0U.jpg,13596.0,tt1046163,My Best Friend's Girl,[],"Romance, Comedy",It's funny what love can make you do...,"['Dane Cook', 'Kate Hudson', 'Alec Baldwin', 'Jason Biggs', 'Diora Baird']","['date', 'sex', 'bar', 'test', 'friendship', 'insult', 'stripper', 'blonde', 'liar', 'wedding', 'lap dance', 'duringcreditsstinger']",['Howard Deutch']
2305,1998-12-16,The Prince of Egypt,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",41.526,en,https://image.tmdb.org/t/p/original/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,9837.0,tt0120794,The Prince of Egypt,[],"Adventure, Animation, Drama, Family",The Power Is Real.,"['Val Kilmer', 'Ralph Fiennes', 'Patrick Stewart', 'Michelle Pfeiffer', 'Sandra Bullock']","['moses', 'egypt', 'pyramid', 'exodus', 'kingdom', 'governance', 'ancient egypt', 'hebrew', 'pharaoh', 'woman director']",['Brenda Chapman']
2306,1985-06-07,The Goonies,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",41.505,en,https://image.tmdb.org/t/p/original/oxz1HIdUjQN23IZQk4Gy7ozJBM0.jpg,9340.0,tt0089218,The Goonies,[],"Adventure, Comedy, Family","The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is... THE GOONIES.","['Sean Astin', 'Josh Brolin', 'Jeff Cohen', 'Corey Feldman', 'Robert Davi']","['gunfight', 'urination', 'hidden', 'reference to liberace', 'group vomit', 'exercise machine', 'water slide', 'housing', 'foreclosure', 'walking the plank', 'lost treasure', 'lifting male in air']",['Richard Donner']
2307,2010-04-08,Date Night,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",41.478,en,https://image.tmdb.org/t/p/original/3DQesDGFJ6l8lASDmv49KW161kP.jpg,35056.0,tt1279935,Date Night,[],"Comedy, Action, Adventure",One ordinary couple. One little white lie.,"['Tina Fey', 'Steve Carell', 'Mark Wahlberg', 'Taraji P. Henson', 'Jimmi Simpson']","['date', 'corruption', 'taxi', 'expensive restaurant', 'wife husband relationship', 'gun', 'boat', 'taxi driver', 'document', 'restaurant', 'roof', 'married couple', 'politician', 'stripper', 'shooting', 'thief', 'car crash', 'stealing', 'mistaken identity', 'police corruption', 'aftercreditsstinger', 'duringcreditsstinger']",['Shawn Levy']
2308,1997-05-02,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",41.467,en,https://image.tmdb.org/t/p/original/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,18.0,tt0119116,The Fifth Element,[],"Adventure, Fantasy, Action, Thriller, Science Fiction",There is no future without it.,"['Bruce Willis', 'Gary Oldman', 'Ian Holm', 'Milla Jovovich', 'Chris Tucker']","['clone', 'taxi', 'cyborg', 'egypt', 'future', 'stowaway', 'space travel', 'race against time', 'arms dealer', 'love', 'alien', 'priest', 'end of the world', 'good vs evil', 'shootout', 'police chase', 'cab driver', 'new york city', 'space opera', 'military', 'opera singer', 'resort hotel', 'ancient astronaut', 'archeologist', 'ancient evil', 'cruise liner']",['Luc Besson']
2310,2015-07-28,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",41.345,en,https://image.tmdb.org/t/p/original/z79MzBerDAW2EOQZCobFTO4dJ7P.jpg,296099.0,tt1524930,Vacation,[],Comedy,What could go wrong?,"['Ed Helms', 'Christina Applegate', 'Skyler Gisondo', 'Steele Stebbins', 'Chris Hemsworth']","['route 66', 'grand canyon', 'cow', 'vacation', 'road trip', 'sequel', 'dysfunctional family', 'family vacation', 'amusement park', 'trucker', 'roller coaster', 'theme park', 'airline pilot', 'bipolar disorder', 'plano texas']",['John Francis Daley']
